valid_miles,transport_type,weight,pickup_date,origin_kma,destination_kma,predicted_rate
1046.1797,MKPFX,39950.0,2022-09-29 18:42:00,NTODX,LFUHN,6.131070002490754
579.615,MKPFX,41850.0,2022-09-29 18:42:00,IZYJN,NTODX,3.0537108263429475
161.849,MKPFX,35829.85,2022-09-29 18:42:00,GFKMC,NTODX,5.761589168642333
238.1754,MKPFX,41049.15,2022-09-29 18:57:00,UKWZA,DNDBK,4.8291312953082395
285.737,MKPFX,13895.3,2022-09-29 19:12:00,HRQLD,KMMBI,5.469399366119903
214.537,MKPFX,15528.35,2022-09-29 19:37:46,VCEUE,OMSVL,3.7150064074594527
302.38,MKPFX,15093.25,2022-09-29 19:42:00,HRQLD,KMMBI,5.542615626052708
162.116,MKPFX,14677.15,2022-09-29 19:42:00,FPZNC,NTODX,5.44268851788337
91.1118,MKPFX,19337.85,2022-09-29 19:42:00,GFKMC,NTODX,8.018030784925063
1500.2755,MKPFX,13788.9,2022-09-29 19:42:00,NUTZC,KWGZQ,4.979121916997457
2065.5769,MKPFX,13788.9,2022-09-29 19:42:00,NUTZC,KPOER,5.455480849620951
259.126,MKPFX,16983.75,2022-09-29 19:42:00,CTJQI,NTODX,4.57232965969324
1288.589,MKPFX,5750.0,2022-09-29 19:42:00,UKWZA,URQTI,4.497412294480656
172.8405,MKPFX,19050.0,2022-09-29 19:42:00,ZYKLC,OIANS,7.130901519098634
1992.837,MKPFX,41850.0,2022-09-29 19:42:00,AQUVM,HRQLD,2.7390071528696933
1779.1481,MKPFX,12590.0,2022-09-29 19:42:00,AWWEE,NTODX,4.618219957746007
1263.0282,MKPFX,5940.0,2022-09-29 19:42:00,KWGZQ,QGIHN,4.55490165172999
1234.21,MKPFX,41731.25,2022-09-29 19:42:00,VCEUE,HRQLD,2.3712530492165254
579.615,MKPFX,41850.0,2022-09-29 19:42:00,IZYJN,NTODX,3.0527207777993444
579.615,MKPFX,41850.0,2022-09-29 19:42:00,IZYJN,NTODX,3.0527207777993444
1928.0095,GJROY,32432.65,2022-09-29 19:42:00,SQSHO,AWWEE,2.981095456633947
265.8366,MKPFX,40871.5,2022-09-29 19:42:00,YXTDU,DRRUD,5.71426686725431
283.5654,MKPFX,42576.75,2022-09-29 20:02:00,NUTZC,AWWEE,4.201275457916134
65.462,MKPFX,24211.35,2022-09-29 20:42:00,JESUD,NTODX,8.605136323705402
162.116,MKPFX,8332.1,2022-09-29 20:42:00,FPZNC,NTODX,5.464630784608476
1397.792,GJROY,17106.3,2022-09-29 20:42:00,HTFOW,DRRUD,4.7456993083243
161.849,MKPFX,36961.3,2022-09-29 20:42:00,GFKMC,NTODX,5.714754657970736
2517.6791,MKPFX,21717.6,2022-09-29 20:42:00,RJGHA,AWWEE,3.397015274456091
231.2601,MKPFX,14300.0,2022-09-29 20:42:00,OQOLJ,KFJBP,7.144748504488751
785.65,GJROY,41850.0,2022-09-29 20:42:00,NTODX,VCEUE,4.7441015741475585
1943.362,MKPFX,19050.0,2022-09-29 20:42:00,AWWEE,MJGXM,5.516574458526812
681.698,MKPFX,38924.0,2022-09-29 20:42:00,PEXPT,JESUD,3.6378823489524863
1232.252,MKPFX,41731.25,2022-09-29 21:12:00,VCEUE,HRQLD,2.376240439800554
65.462,MKPFX,16236.1,2022-09-29 21:42:00,JESUD,NTODX,8.57586136269457
162.116,MKPFX,5921.0,2022-09-29 21:42:00,FPZNC,NTODX,5.478378675752718
122.155,MKPFX,10828.7,2022-09-29 21:42:00,OQOLJ,QUERU,6.112884569269309
981.726,MKPFX,9550.0,2022-09-29 21:42:00,QGHCU,RCDSS,3.2374020747906136
499.3192,MKPFX,39950.0,2022-09-29 21:42:00,HECXW,VKUUR,5.349620077315826
1746.3783,MKPFX,13983.65,2022-09-29 21:42:00,HRQLD,NTODX,5.9513200360237635
1787.1403,MKPFX,19050.0,2022-09-29 21:42:00,WZUHV,AWWEE,2.620438763795166
1294.374,MKPFX,21757.5,2022-09-29 21:42:00,AWWEE,VCEUE,5.866879104946426
1215.8137,MKPFX,19050.0,2022-09-29 21:42:00,UKWZA,YFPKE,4.182189968167107
908.9239,MKPFX,14727.5,2022-09-29 21:42:00,LFUHN,MJJOV,2.2623414963654573
1125.799,MKPFX,19050.0,2022-09-29 21:42:00,UKWZA,LFUHN,4.8812498951476755
1523.905,MKPFX,39000.0,2022-09-29 21:42:00,BFTJT,AWWEE,3.544208396880452
1349.0645,MKPFX,41518.45,2022-09-29 21:42:00,QUERU,VCEUE,3.74128397863472
303.982,MKPFX,28550.0,2022-09-29 21:42:00,HRQLD,NUTZC,6.594138958138514
1162.8497,MKPFX,39950.0,2022-09-29 21:42:00,EQJKI,NTODX,4.514740362254467
1928.0095,GJROY,32432.65,2022-09-29 21:42:00,SQSHO,AWWEE,2.9798880574517153
702.079,MKPFX,9018.0,2022-09-29 21:42:00,EWHXH,VCEUE,6.006632671980331
1234.21,MKPFX,41731.25,2022-09-29 21:42:00,VCEUE,HRQLD,2.3741624430697494
926.5547,MKPFX,18160.8,2022-09-29 21:42:00,PEXPT,LFUHN,4.8249060522439775
42.2063,MKPFX,43221.8,2022-09-29 21:42:00,QUERU,OQOLJ,17.689284886351995
2029.7455,MKPFX,39950.0,2022-09-29 21:42:00,NNJFK,FPZNC,3.409945189013391
1639.9699,MKPFX,22707.5,2022-09-29 21:42:00,LMLEC,AWWEE,3.1528644332046105
672.531,MKPFX,42236.65,2022-09-29 21:57:00,UKWZA,ZSLFG,5.931803572887957
72.2171,MKPFX,14300.0,2022-09-29 22:12:00,ZSZDM,GVJCT,12.940051006645374
232.515,MKPFX,15444.75,2022-09-29 22:33:47,VCEUE,OMSVL,3.7301020720737963
785.65,GJROY,41850.0,2022-09-29 22:42:00,NTODX,VCEUE,4.719476289755048
306.4117,MKPFX,12251.8,2022-09-29 22:42:00,JESUD,MJJOV,6.428126956531456
1787.1403,MKPFX,34250.0,2022-09-29 22:42:00,WZUHV,AWWEE,2.6523706869599075
2315.0705,MKPFX,17150.0,2022-09-29 22:42:00,OQOLJ,HRQLD,2.242840999377232
2651.8909,GJROY,17463.5,2022-09-29 22:42:00,ZSZDM,AWWEE,2.6788045189976177
1943.362,MKPFX,19050.0,2022-09-29 22:42:00,AWWEE,MJGXM,5.497574276948738
1952.173,MKPFX,17741.85,2022-09-29 22:42:00,NNJFK,HBILN,3.042941040881943
746.757,MKPFX,36910.0,2022-09-29 22:42:00,RUEXZ,OKWUS,6.322402535202027
115.925,MKPFX,12516.85,2022-09-29 22:42:00,GRIOF,QWBPO,9.032849416327505
1836.6598,MKPFX,17150.0,2022-09-29 22:42:00,EQJKI,OIANS,4.58539926300406
1248.9572,MKPFX,34906.45,2022-09-29 22:42:00,UKWZA,AWWEE,2.3972073126627067
1001.742,MKPFX,41518.45,2022-09-29 22:42:00,QUERU,VKUUR,4.1765930669326155
258.058,MKPFX,19050.0,2022-09-29 22:42:00,FPZNC,NTQBJ,6.39183852319206
2029.7455,MKPFX,39950.0,2022-09-29 22:42:00,NNJFK,FPZNC,3.4175705921590986
1386.133,GJROY,31646.05,2022-09-29 22:42:00,UXLVW,AWWEE,3.65518701078954
1234.21,MKPFX,41731.25,2022-09-29 23:12:00,VCEUE,HRQLD,2.362992765375018
115.925,MKPFX,18066.75,2022-09-29 23:42:00,GRIOF,QWBPO,9.02065655659491
283.5654,MKPFX,41654.3,2022-09-29 23:42:00,NUTZC,AWWEE,4.207061519792079
2593.418,MKPFX,9930.0,2022-09-29 23:42:00,XAYQS,AWWEE,2.2972792189989373
306.4117,MKPFX,12251.8,2022-09-29 23:42:00,JESUD,MJJOV,6.382626285065097
1046.1797,MKPFX,39950.0,2022-09-29 23:42:00,NTODX,LFUHN,6.00065166278838
767.049,MKPFX,16238.95,2022-09-29 23:42:00,FPZNC,OIANS,7.016261025343215
190.863,MKPFX,23800.0,2022-09-29 23:42:00,FPZNC,NTODX,6.284291209764333
1386.133,GJROY,36772.25,2022-09-29 23:42:00,UXLVW,AWWEE,3.6638178963540264
487.322,MKPFX,39950.0,2022-09-29 23:42:00,DUXGP,UKOGN,4.538785832024278
2526.8459,MKPFX,22755.0,2022-09-30 00:12:00,NNJFK,HQWLT,3.1226541727051766
174.309,MKPFX,18477.15,2022-09-30 00:42:00,FPZNC,VFWTB,8.64567189681984
315.374,GJROY,9871.1,2022-09-30 00:42:00,HRQLD,NUTZC,5.252086515544893
1254.3507,MKPFX,24122.05,2022-09-30 00:42:00,EQJKI,JESUD,3.9504614125982425
385.417,MKPFX,29092.45,2022-09-30 00:42:00,DNDBK,KWGZQ,3.519987778252432
753.61,MKPFX,36910.0,2022-09-30 00:42:00,RUEXZ,OQOLJ,6.464485861885075
155.2363,MKPFX,24445.05,2022-09-30 00:42:00,OIANS,ZSZDM,8.668900794055062
844.835,MKPFX,9510.1,2022-09-30 01:12:00,XNCMK,RJGHA,6.522862728984422
794.9327,MKPFX,11120.35,2022-09-30 01:12:00,XNCMK,QGIHN,5.730009913519352
296.684,MKPFX,23800.0,2022-09-30 01:27:00,OMUOI,MJGXM,4.537904934544235
724.4625,MKPFX,39950.0,2022-09-30 01:42:00,JESUD,FKQGG,5.694692619459561
1046.1797,MKPFX,39950.0,2022-09-30 01:42:00,NTODX,LFUHN,6.0055521080759755
903.7441,MKPFX,39950.0,2022-09-30 01:42:00,NTODX,ZYKLC,6.846358255510282
1795.6131,MKPFX,10433.5,2022-09-30 01:42:00,XNCMK,AWWEE,2.1053791158158806
785.65,GJROY,41850.0,2022-09-30 01:42:00,NTODX,VCEUE,4.781903468366961
170.0014,MKPFX,28550.0,2022-09-30 01:42:00,OIANS,ZYKLC,8.288600090381026
393.4359,MKPFX,4914.0,2022-09-30 01:42:00,QWBPO,MJJOV,3.5218464952686404
809.769,MKPFX,41850.0,2022-09-30 01:42:00,JESUD,VCEUE,5.1852413562570785
2294.8051,GJROY,38643.75,2022-09-30 02:42:00,HQWLT,RONUZ,2.227562569926928
903.7441,MKPFX,39950.0,2022-09-30 02:42:00,NTODX,ZYKLC,6.825774723955671
359.9007,MKPFX,14445.35,2022-09-30 03:42:00,VCEUE,IAZJQ,2.1863827488671252
243.551,MKPFX,14249.65,2022-09-30 03:42:00,VCEUE,OMSVL,3.9028500318091877
234.74,MKPFX,14293.35,2022-09-30 03:42:00,VCEUE,OMSVL,3.6575748414303577
350.262,MKPFX,15464.7,2022-09-30 03:43:00,VCEUE,OUHDS,4.03651503965287
556.119,MKPFX,14267.7,2022-09-30 03:43:00,VCEUE,GKKOS,2.0614873553676927
602.31,MKPFX,14806.35,2022-09-30 03:43:00,VCEUE,GKKOS,2.190014445519414
569.113,MKPFX,16693.05,2022-09-30 03:43:00,VCEUE,GKKOS,2.027546721725198
1999.886,MKPFX,14300.0,2022-09-30 04:42:00,OQOLJ,LCILG,3.126248326804694
263.0687,MKPFX,40900.0,2022-09-30 04:42:00,OKWUS,YFPKE,6.142855055310392
785.65,GJROY,41850.0,2022-09-30 04:42:00,NTODX,VCEUE,4.7946743111353785
668.348,GJROY,27885.0,2022-09-30 08:42:00,QUERU,NTODX,3.9373812067196425
668.348,GJROY,27885.0,2022-09-30 08:42:00,QUERU,NTODX,3.9373812067196425
885.508,GJROY,38050.0,2022-09-30 08:42:00,QUERU,UKOGN,6.117831067605445
842.1205,MKPFX,38585.8,2022-09-30 08:42:00,VCEUE,AQUVM,3.6328241453966843
842.1205,MKPFX,38585.8,2022-09-30 08:42:00,VCEUE,AQUVM,3.6328241453966843
1609.968,MKPFX,42515.0,2022-09-30 08:42:00,AVEJW,AWWEE,4.430494563500757
785.5432,MKPFX,37100.0,2022-09-30 08:42:00,PEXPT,MJJOV,3.513811483794166
396.987,GJROY,39950.0,2022-09-30 08:42:00,PEXPT,LHDSM,7.21210257416447
557.0179,MKPFX,12875.0,2022-09-30 08:42:00,MJGXM,URQTI,5.204538752659141
1203.505,MKPFX,12875.0,2022-09-30 08:42:00,UKWZA,URQTI,4.552127697286172
368.2578,MKPFX,12875.0,2022-09-30 08:42:00,UKWZA,IUNUS,4.447487105737222
1252.8911,MKPFX,12875.0,2022-09-30 08:42:00,UKWZA,OKWUS,4.534781756454298
613.702,MKPFX,12875.0,2022-09-30 08:42:00,UKWZA,FKQGG,4.824136119213994
295.4113,MKPFX,33300.0,2022-09-30 08:42:00,PEXPT,ZSZDM,8.422722446003888
2350.448,MKPFX,35070.8,2022-09-30 08:42:00,HRQLD,QUERU,5.456618062481524
556.03,MKPFX,12875.0,2022-09-30 08:42:00,UKWZA,FKQGG,4.594623482813489
145.473,GJROY,17150.0,2022-09-30 08:42:00,QGHCU,OIANS,10.673747567327489
145.473,GJROY,17150.0,2022-09-30 08:42:00,QGHCU,OIANS,10.673747567327489
2350.448,MKPFX,31173.9,2022-09-30 08:42:00,HRQLD,QUERU,5.362618588328145
1520.4251,MKPFX,11257.15,2022-09-30 08:42:00,NTODX,NSBMC,3.9267687346801203
1761.8465,MKPFX,8803.3,2022-09-30 08:42:00,NTODX,AWWEE,2.8303391792607675
1076.2261,MKPFX,7563.55,2022-09-30 08:42:00,NTODX,LFUHN,5.735877739693046
1764.6856,MKPFX,9052.2,2022-09-30 08:42:00,NTODX,AWWEE,2.8293300310596567
1523.015,MKPFX,8803.3,2022-09-30 08:42:00,NTODX,NSBMC,3.8802465731524283
570.1543,MKPFX,38050.0,2022-09-30 08:42:00,PEXPT,HBILN,3.899344786489544
1116.4897,MKPFX,8241.85,2022-09-30 08:42:00,NTODX,LFUHN,5.463908110134812
1115.0479,MKPFX,8241.85,2022-09-30 08:42:00,NTODX,LFUHN,5.47799721764824
90.5244,MKPFX,19050.0,2022-09-30 09:12:00,ZSZDM,OIANS,9.146142177379414
1511.6053,MKPFX,15638.9304,2022-09-30 12:42:00,UKWZA,OIANS,4.772375978492517
111.475,MKPFX,28550.0,2022-09-30 13:42:00,OIANS,ZSZDM,8.790306133378266
55.227,MKPFX,16850.3028,2022-09-30 13:42:00,HRQLD,HRQLD,26.440185206723534
229.4801,MKPFX,14563.15,2022-09-30 13:53:37,VCEUE,OMSVL,3.7691964256928436
956.9928,MKPFX,19050.0,2022-09-30 16:42:00,AWWEE,NNJFK,6.717452254737834
161.849,MKPFX,22229.65,2022-09-30 16:42:00,GFKMC,NTODX,5.855355649982226
335.577,MKPFX,9550.0,2022-09-30 20:12:00,QGHCU,PNBXA,4.941918384182558
571.9432,GJROY,39950.0,2022-09-30 20:42:00,YFPKE,ZSZDM,5.869628790672906
2567.163,MKPFX,23800.0,2022-09-30 20:42:00,QGHCU,GLVAR,3.0282416768805067
68.399,MKPFX,14300.0,2022-09-30 21:12:00,QGHCU,QUERU,13.711535791535741
1764.374,MKPFX,29078.2,2022-09-30 22:42:00,HRQLD,BQMUZ,6.349700887731556
885.508,GJROY,38050.0,2022-09-30 23:42:00,QUERU,UKOGN,6.018821680475628
182.2656,MKPFX,37433.45,2022-10-01 00:42:00,HQWLT,MJGXM,7.049144032735558
84.063,MKPFX,19050.0,2022-10-01 00:42:00,QGHCU,PEXPT,10.918387766393074
296.684,MKPFX,23800.0,2022-10-01 01:27:00,OMUOI,MJGXM,4.480787810846819
84.063,MKPFX,19050.0,2022-10-01 01:42:00,QGHCU,PEXPT,10.770819477349594
785.65,GJROY,41850.0,2022-10-01 01:42:00,NTODX,VCEUE,4.970983590645399
192.821,MKPFX,14300.0,2022-10-01 03:12:00,ZSZDM,QGHCU,6.073009768444503
432.32,MKPFX,14014.05,2022-10-01 03:42:00,VCEUE,IAZJQ,1.8952805390097338
359.9007,MKPFX,14503.3,2022-10-01 03:42:00,VCEUE,IAZJQ,2.3612671480416543
339.404,MKPFX,15047.65,2022-10-01 03:42:00,VCEUE,PKGHG,4.284935221317241
234.74,MKPFX,14041.6,2022-10-01 03:42:00,VCEUE,OMSVL,3.814239517743401
201.098,MKPFX,14224.0,2022-10-01 03:42:00,VCEUE,OMSVL,4.26982037208225
556.119,MKPFX,14633.45,2022-10-01 03:42:00,VCEUE,GKKOS,2.207639352262346
246.132,MKPFX,14101.45,2022-10-01 03:42:00,VCEUE,OMSVL,3.7004660510468357
238.5581,MKPFX,14226.85,2022-10-01 03:42:00,VCEUE,OMSVL,3.7719747150809644
368.329,MKPFX,15174.0,2022-10-01 03:42:00,VCEUE,EQJKI,2.1719763899333
397.432,MKPFX,14261.05,2022-10-01 03:42:00,VCEUE,OUHDS,5.585766836406737
406.243,MKPFX,15364.95,2022-10-01 03:42:00,VCEUE,OUHDS,5.551400911019309
121.888,MKPFX,14270.55,2022-10-01 03:42:00,OMUOI,TVZUE,6.41023354371238
369.397,MKPFX,18764.05,2022-10-01 03:42:00,HRQLD,OCJCF,5.066149185393436
115.124,MKPFX,5182.85,2022-10-01 03:42:00,OMUOI,NPCXM,6.099951052242062
283.957,MKPFX,16937.2,2022-10-01 03:42:00,HRQLD,KMMBI,5.455232385453204
275.413,MKPFX,18311.85,2022-10-01 03:42:00,HRQLD,KMMBI,5.624430172950772
186.413,MKPFX,14296.2,2022-10-01 03:42:00,NUTZC,QAHLZ,6.3469175832185005
409.002,MKPFX,13156.2,2022-10-01 03:42:00,MJJOV,WPEEG,4.330332877180822
232.515,MKPFX,14685.7,2022-10-01 03:42:00,VCEUE,OMSVL,3.8458916778094934
350.262,MKPFX,14023.55,2022-10-01 03:43:00,VCEUE,OUHDS,4.2587979832654
192.821,MKPFX,14300.0,2022-10-01 04:12:00,ZSZDM,QGHCU,6.112990537614153
785.65,GJROY,41850.0,2022-10-01 04:42:00,NTODX,VCEUE,5.013791900355292
134.526,MKPFX,14300.0,2022-10-01 07:42:00,GVJCT,QGHCU,7.284750273551843
317.599,GJROY,14300.0,2022-10-01 08:42:00,PEXPT,PNBXA,6.815766220689467
842.1205,MKPFX,38585.8,2022-10-01 08:42:00,VCEUE,AQUVM,3.550389398910772
197.4223,MKPFX,11450.0,2022-10-01 08:42:00,UKWZA,DNDBK,5.600627518372091
842.1205,MKPFX,38585.8,2022-10-01 08:42:00,VCEUE,AQUVM,3.550389398910772
145.473,GJROY,17150.0,2022-10-01 08:42:00,QGHCU,OIANS,10.468298533358267
145.473,GJROY,17150.0,2022-10-01 08:42:00,QGHCU,OIANS,10.468298533358267
534.6077,MKPFX,14300.0,2022-10-01 08:42:00,UKWZA,GKKOS,2.311671048328975
145.473,GJROY,17150.0,2022-10-01 08:42:00,QGHCU,OIANS,10.468298533358267
162.116,MKPFX,41673.3,2022-10-01 10:42:00,FPZNC,NTODX,5.1860330842179865
162.116,MKPFX,35132.55,2022-10-01 11:42:00,FPZNC,NTODX,5.167453264789852
301.579,MKPFX,17847.3,2022-10-01 14:42:00,HRQLD,KMMBI,5.2833346049998156
373.669,MKPFX,13813.6,2022-10-01 15:42:00,HRQLD,OCJCF,4.992004948646599
302.469,MKPFX,14558.4,2022-10-01 17:03:23,MJJOV,UXLVW,4.0448845645314835
302.38,MKPFX,19784.35,2022-10-01 17:42:00,HRQLD,KMMBI,5.575954940995427
343.409,MKPFX,15239.55,2022-10-01 19:12:00,MJGXM,RCDSS,3.1567104510688457
303.804,MKPFX,10746.05,2022-10-01 19:30:00,HRQLD,KMMBI,5.662684206912151
579.615,MKPFX,41850.0,2022-10-01 19:42:00,IZYJN,NTODX,3.134861209337133
384.438,MKPFX,13173.3,2022-10-01 19:42:00,HRQLD,OCJCF,4.932525748025509
326.41,MKPFX,14281.0,2022-10-01 20:12:00,MJGXM,RCDSS,3.1227665548794272
314.662,MKPFX,13473.5,2022-10-01 20:42:00,HRQLD,KMMBI,5.669532708995718
226.107,MKPFX,15459.0,2022-10-01 21:42:00,VCEUE,OMSVL,3.8150144349902453
785.65,GJROY,41850.0,2022-10-01 22:42:00,NTODX,VCEUE,4.91934113958199
785.65,GJROY,41850.0,2022-10-01 22:42:00,NTODX,VCEUE,4.91934113958199
347.8857,GJROY,39950.0,2022-10-01 23:42:00,ZSZDM,OKWUS,5.435372549291733
347.681,MKPFX,13387.05,2022-10-02 00:40:56,MJJOV,UXLVW,4.288844451055672
296.684,MKPFX,23800.0,2022-10-02 01:27:00,OMUOI,MJGXM,4.494547274138556
785.65,GJROY,41850.0,2022-10-02 01:42:00,NTODX,VCEUE,4.96866869845088
347.8857,GJROY,39950.0,2022-10-02 02:42:00,ZSZDM,OKWUS,5.278765297983742
335.844,MKPFX,11510.8,2022-10-02 03:27:01,MJJOV,UXLVW,4.286834375899263
483.406,MKPFX,16192.4,2022-10-02 03:42:00,RPJIS,GLLFQ,2.6288981332814516
483.406,MKPFX,17224.1,2022-10-02 03:42:00,RPJIS,GLLFQ,2.635338413403648
231.002,MKPFX,15440.0,2022-10-02 03:42:00,VCEUE,OUHDS,5.897749257127298
248.891,MKPFX,15231.0,2022-10-02 03:42:00,VCEUE,OMSVL,3.6136673027380617
238.5581,MKPFX,14783.55,2022-10-02 03:42:00,VCEUE,OMSVL,3.7746612565840416
243.551,MKPFX,14063.45,2022-10-02 03:42:00,VCEUE,OMSVL,3.892467691666509
324.452,MKPFX,15191.1,2022-10-02 03:42:00,VCEUE,IAZJQ,2.622719602884897
242.928,MKPFX,14104.3,2022-10-02 03:42:00,VCEUE,EQJKI,3.5861183908792684
435.346,MKPFX,15277.55,2022-10-02 03:42:00,VCEUE,IAZJQ,1.8723696541674923
301.579,MKPFX,13430.75,2022-10-02 03:42:00,HRQLD,KMMBI,5.21874325528481
283.957,MKPFX,14777.85,2022-10-02 03:42:00,HRQLD,KMMBI,5.425333633652771
323.384,MKPFX,14017.85,2022-10-02 03:42:00,HRQLD,HTFOW,5.278745519268036
172.262,MKPFX,14080.55,2022-10-02 03:42:00,OMUOI,OXDKT,5.564349989698179
186.68,MKPFX,9869.2,2022-10-02 03:42:00,OMUOI,FNCRU,4.449577521453259
483.406,MKPFX,21645.4,2022-10-02 03:42:00,RPJIS,GLLFQ,2.6959149980673285
368.329,MKPFX,15136.95,2022-10-02 03:42:00,VCEUE,EQJKI,2.1755500928830864
569.113,MKPFX,14269.6,2022-10-02 03:43:00,VCEUE,GKKOS,2.2189012390300875
572.762,MKPFX,13169.5,2022-10-02 03:43:00,VCEUE,GKKOS,2.266270061853383
602.31,MKPFX,12377.2,2022-10-02 03:43:00,VCEUE,GKKOS,2.353719910598922
199.496,MKPFX,17810.25,2022-10-02 03:43:00,MJGXM,HHUHT,4.913135359730917
175.199,MKPFX,14530.85,2022-10-02 03:43:00,XNCMK,EKGTE,5.08622236874786
210.71,MKPFX,14389.3,2022-10-02 03:43:00,MJGXM,NMNUX,4.417595611468904
170.927,MKPFX,14361.75,2022-10-02 03:43:00,XNCMK,RCDSS,4.836970371702851
785.65,GJROY,41850.0,2022-10-02 04:42:00,NTODX,VCEUE,5.003125621086712
133.725,MKPFX,74150.95,2022-10-02 04:42:00,MJGXM,KPOER,10.533855920778475
479.5167,GJROY,38050.0,2022-10-02 06:42:00,PEXPT,GRIOF,5.6812371111630116
719.256,MKPFX,23800.0,2022-10-02 07:42:00,OQOLJ,WZUHV,3.679125201400749
162.116,MKPFX,35105.0,2022-10-02 07:42:00,FPZNC,NTODX,5.335232217761132
1759.9686,MKPFX,8241.85,2022-10-02 08:42:00,NTODX,AWWEE,2.840086359828554
1173.2985,MKPFX,8803.3,2022-10-02 08:42:00,NTODX,URQTI,5.451387777467934
1233.854,MKPFX,8241.85,2022-10-02 08:42:00,NTODX,URQTI,5.361855667164077
46.3537,KFEGT,43275.0,2022-10-02 08:42:00,LHDSM,LHDSM,11.433973065041876
661.6196,MKPFX,35874.5,2022-10-02 08:42:00,TXLFD,QCLHO,5.3360554494916626
295.4113,MKPFX,33300.0,2022-10-02 08:42:00,PEXPT,ZSZDM,8.129737972572196
538.2211,MKPFX,39950.0,2022-10-02 08:42:00,RMBXT,IZYJN,5.121662458447579
942.3612,MKPFX,36416.95,2022-10-02 08:42:00,NSBMC,MZUAW,5.4929853519607255
443.9434,MKPFX,22536.5,2022-10-02 08:42:00,RCDSS,FPZNC,4.771044778037915
1768.0053,MKPFX,8241.85,2022-10-02 08:42:00,NTODX,NUTZC,3.1770242480961883
538.2211,MKPFX,18853.35,2022-10-02 08:42:00,RMBXT,IZYJN,4.910602158035967
536.539,MKPFX,39000.0,2022-10-02 08:42:00,MJGXM,MJJOV,3.811349780031672
427.4784,MKPFX,39845.5,2022-10-02 08:42:00,VRVHM,UKWZA,4.983439159394212
636.7886,MKPFX,38050.0,2022-10-02 08:42:00,QCLHO,QGIHN,6.916097297053437
680.808,MKPFX,33300.0,2022-10-02 08:42:00,PEXPT,MJGXM,3.9364734941721577
1187.4494,MKPFX,8241.85,2022-10-02 08:42:00,NTODX,URQTI,5.423971019873612
155.3164,MKPFX,42059.0,2022-10-02 08:42:00,NFSLJ,JESUD,4.631047672821971
1245.0769,MKPFX,8241.85,2022-10-02 08:42:00,NTODX,URQTI,5.357032697727432
1011.3718,MKPFX,14627.75,2022-10-02 08:42:00,RCDSS,ZSLFG,5.8144449222462935
116.459,MKPFX,41069.1,2022-10-02 08:42:00,FPZNC,GRIOF,9.160376395886217
439.796,MKPFX,40149.5,2022-10-02 08:42:00,FPZNC,DUXGP,5.11568457375688
785.5254,MKPFX,40482.95,2022-10-02 08:42:00,NSBMC,PKGHG,6.005931813103846
697.1573,KFEGT,45460.0,2022-10-02 08:42:00,NPCXM,MJJOV,4.52148841308484
83.974,MKPFX,43275.0,2022-10-02 08:42:00,QGIHN,KEXIX,8.697348430932212
937.2971,MKPFX,38607.65,2022-10-02 08:42:00,OUHDS,HRQLD,2.527519235237357
205.281,MKPFX,39190.0,2022-10-02 08:42:00,NPCXM,MJGXM,6.072467309392175
698.4478,KFEGT,42325.0,2022-10-02 08:42:00,MJGXM,VKUUR,4.329645419531956
227.7268,KFEGT,44985.0,2022-10-02 08:42:00,NPCXM,MJGXM,6.689020327844709
233.8411,MKPFX,40042.15,2022-10-02 08:42:00,FPZNC,QWBPO,5.067679810266473
825.433,MKPFX,42325.0,2022-10-02 08:42:00,MJGXM,QGHCU,4.496893910548173
135.238,MKPFX,41069.1,2022-10-02 08:42:00,NFSLJ,NTODX,5.79622402633162
636.7886,MKPFX,38050.0,2022-10-02 08:42:00,QCLHO,QGIHN,6.916097297053437
708.5137,MKPFX,11039.6,2022-10-02 08:42:00,QGHCU,NTODX,3.116000785357419
1208.4445,MKPFX,8241.85,2022-10-02 08:42:00,NTODX,URQTI,5.393263497502675
636.7886,MKPFX,38050.0,2022-10-02 08:42:00,QCLHO,QGIHN,6.916097297053437
296.4259,MKPFX,12977.6,2022-10-02 08:42:00,AWWEE,NUTZC,6.947545051577927
95.366,MKPFX,33300.0,2022-10-02 08:42:00,PEXPT,QGHCU,12.630875346772811
145.473,GJROY,17150.0,2022-10-02 08:42:00,QGHCU,OIANS,10.468656770902797
806.0132,MKPFX,12933.9,2022-10-02 08:42:00,RCDSS,OKWUS,4.558770775231943
806.0132,MKPFX,12933.9,2022-10-02 08:42:00,RCDSS,OKWUS,4.558770775231943
469.344,MKPFX,19050.0,2022-10-02 08:42:00,NSBMC,GLVAR,4.472100224215776
296.4259,MKPFX,12977.6,2022-10-02 08:42:00,AWWEE,NUTZC,6.947545051577927
377.5939,MKPFX,41014.0,2022-10-02 08:42:00,HRQLD,NUTZC,6.220629923160676
377.5939,MKPFX,41014.0,2022-10-02 08:42:00,HRQLD,NUTZC,6.220629923160676
722.994,MKPFX,28550.0,2022-10-02 08:42:00,MJGXM,VCEUE,3.93599260454257
141.5837,MKPFX,6700.0,2022-10-02 08:42:00,IZYJN,PEXPT,10.777579374062574
514.3602,MKPFX,42325.0,2022-10-02 08:42:00,NPCXM,PEXPT,5.616402638264555
231.091,MKPFX,14300.0,2022-10-02 08:42:00,VFWTB,JESUD,4.252053781409872
